,id,name,is_closed,type,is_admin,admin_level,is_member,status,activity,photo_100,user_id,deactivated
10,77378363,mephi-store,0,page,0,,1,"💥Покажи, что ты учишься в лучшем универе страны!💥","Одежда, обувь","https://sun1-88.userapi.com/impg/c857220/v857220681/db9b1/unVXLxBHTcE.jpg?size=100x0&quality=88&crop=149,0,598,598&sign=00cbf58ce131d5c5484598d0593dfcb6&c_uniq_tag=GVSC9gxQXCiCYI8r5b5nr0Lp7fUFeatx9oRhUDcJSUk&ava=1",213037282,
11,78594812,Спортивный клуб Реактор НИЯУ МИФИ,0,page,0,,1,БАНДА ПАНДЫ,Спортивная организация,"https://sun1-27.userapi.com/impg/c855020/v855020018/1f0b8b/MR8l5Fhielc.jpg?size=100x0&quality=96&crop=282,262,1624,1624&sign=b218eee66e0696cc1c2c42e4fd1f5d97&c_uniq_tag=NIuqWiRVOw9NvkTPcmLq-r4i0yar4IU_OavrFhPTo98&ava=1",213037282,
12,32194285,Bon Appétit,0,page,0,,1,Вкуснее только у мамы!,"Кулинария, рецепты","https://sun1-87.userapi.com/impf/c837730/v837730306/82fbe/A23KW9LWr5A.jpg?size=100x0&quality=88&crop=76,72,256,256&sign=678184c49d85de50bfee9c66f4671ce5&c_uniq_tag=AnBW6HkYrnKzJ2NltdxnQRqUfpSQPNYm5yzqT3Kv9l0&ava=1",213037282,
13,39664,Общага НИЯУ МИФИ,0,page,0,,1,Все вопросы по жилью бесплатно,Образование,"https://sun1-87.userapi.com/impf/9pNIYykcsTOg9pkYsNHsPenX5lK7iq5zwzAsYw/1tWxgjrWOHw.jpg?size=100x0&quality=96&crop=0,5,1197,1197&sign=d7509b6ecb858f3eea559c4c2add1036&c_uniq_tag=Yya4S3w8B8aF7l5Fj-Wi2xDCoh4hlhvaltOTgcqXqrE&ava=1",213037282,
14,20629724,Habr,0,page,0,,1,НЛО с вами!,Программирование,"https://sun1-23.userapi.com/impg/c857024/v857024708/197ce/VI9AiceJ2Ic.jpg?size=100x0&quality=88&crop=0,0,567,567&sign=3547f6388c79e59b398d77104327506e&c_uniq_tag=QZKBBRNqVuBABkGhfbtsymaXS2CKX6fPSee69W4Qz3k&ava=1",213037282,
15,181645571,Опоздал ли сегодня Магоян?,0,page,0,,1,правильно говорить толма,Домашние и дикие животные,"https://sun1-23.userapi.com/impf/c854424/v854424161/2fb36/hU9xtuADhjM.jpg?size=100x0&quality=96&crop=110,110,882,882&sign=31723883aafa5c0f9b849f25c7b8593f&c_uniq_tag=PxpMNvfJeXN4rV1KBEc5WzMdzz5wAf4NHqf5Qxu1-Cc&ava=1",213037282,
16,186116089,Цитаты преподавателей МИФИ,0,page,0,,1,Присылайте цитаты своих преподавателей!,Фан-клуб,"https://sun1-28.userapi.com/impf/c856020/v856020095/df158/2emWbyJERe4.jpg?size=100x0&quality=96&crop=0,0,2160,2160&sign=b6862010fd992aa6b7515dfd85dad91b&c_uniq_tag=-YNrGdkmtC8wnFM--69nhhDTPIq9i08HTg6wl_rvTOw&ava=1",213037282,
17,198359509,Б20-505,0,group,0,,1,Нам бы выжить,Открытая группа,"https://sun1-28.userapi.com/impg/ZrIRh3_hIaubZ5qm39AGYdKVFwP1Wn2cZLzDcw/VtSHC9ol3dc.jpg?size=100x0&quality=88&crop=27,1,1025,1025&sign=323cbb935b0d9e7137653f1379a3b3ab&c_uniq_tag=fTLseORWFHAxu4r5fEvrxtZcAAv_Iw0S5sIfsaEWXHo&ava=1",213037282,
18,58232353,Официальная группа ИМО НИЯУ МИФИ,0,group,0,,1,,Открытая группа,"https://sun1-90.userapi.com/impf/c850728/v850728428/19d2df/S5eAafEjAWg.jpg?size=100x0&quality=96&crop=6,0,1235,1235&sign=f841622ff56dc26fa55dc026d168b0b9&c_uniq_tag=jTl2zpgBM0DPo2tztRVNlLTAFb-tSl-r2iiR9Ldht6M&ava=1",213037282,
19,193733938,Студенческий офис НИЯУ МИФИ,0,page,0,,1,,Университет,"https://sun1-25.userapi.com/impg/zlHgNGI8lufz9EKfOa0leBBvEXK40Tb7XwdH9A/0HcJP6SpL3c.jpg?size=100x0&quality=96&crop=76,41,897,897&sign=cace4e5610017c51d59db236538265ed&c_uniq_tag=ojT5W6Sjpobx4kXAaxlkhLpP_7hDgMFYvM310XMvP-Q&ava=1",213037282,
20,92204627,Mail.ru Group для студентов,0,group,0,,1,,Открытая группа,"https://sun1-90.userapi.com/impg/7BcfkneWAqyHofoJXG5oS0euuXUW7dcXI0xboA/_EWyKpAq3wY.jpg?size=100x0&quality=96&crop=0,0,501,501&sign=3ba67b2fc8376159c6252dc20ccd90e4&c_uniq_tag=-c0FnWI7KWnr86EE-y0py_DXAniXty8WX58cmyq5n8o&ava=1",213037282,
21,158896829,Б18-505,1,group,1,3.0,1,Клепать мемасы мы не бросим-один четыре восемь.,Закрытая группа,"https://sun1-86.userapi.com/impf/c850328/v850328395/1e91e/-mRMGnzm608.jpg?size=100x0&quality=96&crop=140,176,782,782&sign=93d313b112973be56c17ec92d36358e2&c_uniq_tag=-fg9liaxPEgjXbZXnMVnMvOBH9DRIVTQdaOnwL6ro2w&ava=1",213037282,
22,72264719,TechRocks | Программирование и IT новости,0,page,0,,1,"Качественный контент, созданный инженерами для инженеров.",Программирование,"https://sun1-17.userapi.com/impg/8GjSggIaBoZfxNlD5gdh3LCa4LGCajgurd7HBA/mp026t70n2A.jpg?size=100x0&quality=88&crop=18,19,377,377&sign=5f70301914eb0fd90357f8e26ef6b92c&c_uniq_tag=yONy0J6yE3pEwRGx8d8Cz8XRYX_NJZ3qkWuAD6FN9BM&ava=1",213037282,
23,100021690,"""Научные"" анекдоты",0,page,0,,1,Антология анекдотов от Желтого Слона,Творчество,"https://sun1-28.userapi.com/impf/c624718/v624718018/3da18/dN0Wx4ciVZI.jpg?size=100x0&quality=88&crop=96,781,365,365&sign=87c2493b7e65073a96095b5c7a1ef870&c_uniq_tag=OISRBCpwD0K2H5dVRO6Kdp7eHVNXTIsieP4h-_iRGPg&ava=1",213037282,
24,185502777,Постироничные потоковые мемы,0,page,0,,1,наша биба - ваша слабость,Юмор,"https://sun1-85.userapi.com/impg/c855616/v855616217/176c22/KveVVl8bniQ.jpg?size=100x0&quality=96&crop=33,111,1428,1428&sign=9a127fcb5506186a5bf69e4bfaa1f056&c_uniq_tag=z7fUpiaAXcK8Yy9ZWiYJJQL1_08cZTlBmKXGBI8GBIM&ava=1",213037282,
25,80115276,Студенческое  научное общество СТИ НИЯУ МИФИ,0,group,0,,1,,Открытая группа,"https://sun1-87.userapi.com/impf/c625128/v625128872/2da44/g9J9iWD28fY.jpg?size=100x0&quality=88&crop=144,32,687,687&sign=338c0a885f732f59a566142be0a75bf8&c_uniq_tag=sT2d_hAGARUPfmKRuVS0WujbM4LuT8l46tDpShz5o5g&ava=1",213037282,
26,31963425,Ideas & Decor,0,page,0,,1,Ваше вдохновение,Творчество,"https://sun1-86.userapi.com/impf/c846417/v846417695/1ee985/V3MqELGxtjs.jpg?size=100x0&quality=96&crop=0,0,1500,1500&sign=118b6094d049f0a80fc2ca20d060cafe&c_uniq_tag=XMtB-T9sb-EekROhSDam8alPFSWOsEMHrIEh5wqPG_o&ava=1",213037282,
27,99937016,Завтра в Москве |  Афиша Москвы,0,page,0,,1,Лучшие мероприятия города завтра! Подписывайтесь и произойдет чудо )),Городское сообщество,"https://sun1-85.userapi.com/impf/c623229/v623229689/5e0a2/f2HlMZAkiGY.jpg?size=100x0&quality=96&crop=39,242,397,397&sign=87c484e4d61f00efd3b9ca4e8be439f0&c_uniq_tag=fduOh-JtRg-qtWd3GvFSYVe8SRqZg9sNi7He0JIfSwk&ava=1",213037282,
28,69589815,НИЯУ МИФИ,0,page,0,,1,,Университет,"https://sun1-97.userapi.com/impg/c857420/v857420415/231612/KosuSkBbiio.jpg?size=100x0&quality=96&crop=22,0,318,318&sign=9fee2fe6dd3b79ce052e924db48445f3&c_uniq_tag=bwtljyj11DVNpOIE8k9FD_q69DzF69A6bADYzMFIvOw&ava=1",213037282,
29,108652166,Интересная Москва,0,group,0,,1,Лучшие места и события города!,Открытая группа,"https://sun1-20.userapi.com/impf/c847216/v847216799/f5aae/tExZVbfB26o.jpg?size=100x0&quality=96&crop=0,0,260,260&sign=46b28583be25ee75d06c045e33246199&c_uniq_tag=9d4HDA_VxRNfP5sVRJpirATk4pM7-xAa8fx0M-gM_UY&ava=1",213037282,
30,76552532,"Поступашки - Олимпиады, ЕГЭ и ДВИ",0,page,0,,1,"Жить, чтобы ботать; ботать, чтобы жить",Образование,"https://sun1-14.userapi.com/impf/c845216/v845216374/d2bdf/Odj0A7uYwDY.jpg?size=100x0&quality=96&crop=37,9,1835,1835&sign=75736425a2a3bc52597c15c00dd388be&c_uniq_tag=UL4rebWbSiw2ncmQa6uPBfNSeBQfqIH7tNi5EsmtG4A&ava=1",213037282,
31,103344316,МИСС И МИСТЕР НИЯУ МИФИ,0,page,0,,1,Сияй вместе с нами✨,Молодёжное движение,"https://sun1-95.userapi.com/impf/c849428/v849428346/b8a5b/yASNs3mHivM.jpg?size=100x0&quality=96&crop=63,0,2152,2152&sign=fc710ab11b9fe662c35903f5178a87fe&c_uniq_tag=-JQ6dZBJPcP3P4TzrkpXMkNB46NiTHGKvzBHXCVXZHM&ava=1",213037282,
32,198369798,Б20-515,1,group,0,,1,,Закрытая группа,"https://sun1-16.userapi.com/impg/bc4H3sgmGB8vQDMjIT_iSeSCEpt0cJizG6r_vA/GFXK5sqfohY.jpg?size=100x0&quality=88&crop=66,27,371,371&sign=4302b8a8461f9a108eb21a1d8001e16c&c_uniq_tag=ixK1Z_oYdIP9Wyze3Y0d7_lKIfsXuDRGLWHWF9gOlJc&ava=1",213037282,
33,109198561,Москва: афиша бесплатных событий,0,page,0,,1,В нашей группе собраны лучшие БЕСПЛАТНЫЕ события и мероприятия города. Всех приветствуем!,Городское сообщество,"https://sun1-17.userapi.com/impf/c638421/v638421283/1541d/FiC6fDhe0Vw.jpg?size=100x0&quality=88&crop=0,0,603,603&sign=ffb22f36cdf9374fde71ce3df2215891&c_uniq_tag=pqQ-3_4wOvTk8FciZrsieF4dH173Jtjtk6dI3hTfWhQ&ava=1",213037282,
34,133029999,СТУДЕНТЫ МОСКВЫ,0,page,0,,1,Эпицентр студенческой жизни столицы!,Общественная организация,"https://sun1-23.userapi.com/impg/tKPtOWIcdXyFSP3rXx8W6FAZlwtX6_koAIOS3g/40Ml_KH45Pw.jpg?size=100x0&quality=88&crop=153,98,1836,1836&sign=a2ed49fba5ce18691daf9958c2fd098d&c_uniq_tag=NtL9HyojtRoXr1TlNjCnnTpbV863Z7FOhRgvbxGQ8xg&ava=1",213037282,
35,178638786,Science Diplomacy Club MEPhI,0,group,0,,1,,Открытая группа,"https://sun1-28.userapi.com/impf/c844722/v844722720/1a8b71/-SkdIKuUuNQ.jpg?size=100x0&quality=96&crop=411,412,1169,1169&sign=846328c161d5d8e6ac71757b08f799fc&c_uniq_tag=TyBylZos0Tk_l9wzYevP19Pcy2Zt2ntODbsUsMktF1w&ava=1",213037282,
36,80799397,Цитатник МИФИ,0,page,0,,1,лучшие перлы,Фан-клуб,"https://sun1-97.userapi.com/impf/c837429/v837429094/50ee6/y8zp-6Z5Jb8.jpg?size=100x0&quality=88&crop=0,0,1000,1000&sign=f256ddb460ec84d58a8c9d90b90cb8f8&c_uniq_tag=CoJnCIUBrSWoXKakg4b9h695IGxTQ4E40hcaO0HimAI&ava=1",213037282,
37,178925043,Корги,2,group,0,,1,Union is strength,Частная группа,"https://sun1-18.userapi.com/impf/c845120/v845120674/1ae16c/LJDhW6M0gsk.jpg?size=100x0&quality=88&crop=157,0,518,518&sign=64e8c367c422019cf956e71999caca85&c_uniq_tag=tE70IrOx7XP9P5-CmaQBUdXp0hXznLFDzj6haxqIJU8&ava=1",213037282,
38,36182074,"Благотворительный Фестиваль ""От Сердца к Сердцу""",0,event,0,,1,Творчество в помощь детям,1 ноя 2020 в 11:00,"https://sun1-94.userapi.com/impg/OwAAmXbwNMTROdQexTsj7ZrmAF_RREEpr0zGhQ/5LR7zT9bKO4.jpg?size=100x0&quality=96&crop=44,84,1157,1157&sign=513607a217baed2085c866805d009e4f&c_uniq_tag=A8iPUtXbZxkRSTmGOtyppByYTH39yrLSbft7t5fFO4U&ava=1",213037282,
39,172149046,Ложка - вкусные рецепты,0,page,0,,1,счастье есть🥳,Кулинария,"https://sun1-47.userapi.com/impf/c855616/v855616327/169832/T2N0lo-WnWU.jpg?size=100x0&quality=96&crop=259,226,1588,1588&sign=e5b8663e0a76b0e1513ff69ce2f6c18e&c_uniq_tag=6AJbYV8DUwyWFULE_l-Gdj_TEUHgfB152wYlThbYfbg&ava=1",213037282,
40,12742657,НИЯУ МИФИ,0,group,0,,1,Соберем всех Мифистов вместе!,Открытая группа,"https://sun1-19.userapi.com/impf/c840134/v840134871/6206/cP1eIykpZqY.jpg?size=100x0&quality=88&crop=0,0,200,200&sign=e7f71bbb2a7d1ef226620e79e98a9f6e&c_uniq_tag=E6c_JrLWZRq64cvq9H3r6AekGnZNkBnKekO1jxoT8Q8&ava=1",213037282,
41,172025722,МИФИческие путешествия,0,page,0,,1,"Путешествуем не для того, чтобы убежать от жизни, а чтобы жизнь не убежала от нас","Туризм, путешествия","https://sun1-94.userapi.com/impf/c844521/v844521478/108938/0KKvOK5DBxU.jpg?size=100x0&quality=96&crop=1,0,700,700&sign=4ee99984fa62ca721074257a813ffeec&c_uniq_tag=XQaroW87O-Pna5btG9_dcT2fSdJ2KdUXBf6Y8hCM-7k&ava=1",213037282,
42,37119411,KudaGo: Москва,0,page,0,,1,Куда пойти в Москве,Городское сообщество,"https://sun1-26.userapi.com/impg/CtBt7W7JHclIXewHerm7dSyU7rKu-Vy1lsCceA/9eMXS-bozoE.jpg?size=100x0&quality=96&crop=22,16,608,608&sign=63b976ae31250ec7900f66474bd90f6e&c_uniq_tag=VkOMIgghnYN2MIak-T0nQnZK4acSGMqyCJ0CNS8m8YY&ava=1",213037282,
43,32169959,Книги & Аудиокниги,0,page,0,,1,Самые популярные книги и бестселлеры,Литература,"https://sun1-20.userapi.com/impf/c307812/v307812835/4a9c/ThJhsL6oV1g.jpg?size=100x0&quality=96&crop=0,118,515,515&sign=aa239332974bc3109561207e70578336&c_uniq_tag=BrqWmowOdmgz2VDzeaCMASKdLyw2LQD6WGb5fcaBl-k&ava=1",213037282,
44,191568482,Посвят МИФИ 2020,0,event,0,,1,"Все БЕСПЛАТНО, кроме проката коньков(",15 фев 2020 в 16:30,"https://sun1-98.userapi.com/impg/c858020/v858020596/1740e3/J3fURdqAkmU.jpg?size=100x0&quality=96&crop=0,66,607,607&sign=e44cf8e7b9eb0c0f693c16f42d907d22&c_uniq_tag=WNGiX684PZWjGCscHspy39DWb6eLVT6n1qK_ADrt3iM&ava=1",213037282,
45,57208493,Кубок учебных групп НИЯУ МИФИ,0,event,1,3.0,1,"Докажи, что твоя группа лучшая!",1 сен 2020 в 10:30,"https://sun1-24.userapi.com/impg/FxF-YdOlt-kUli2sGcYrMCWzBqioBfDln5_uFQ/zFB0qBXdmFg.jpg?size=100x0&quality=96&crop=332,33,1607,1607&sign=d033de0055d37c43b39eb21fff05e24d&c_uniq_tag=XOSfxMf7hyDBYNh6ShZzf2flOTu4QQWqYRv2dfmF7ng&ava=1",213037282,
46,72226082,"ТРЦ ""ГУДЗОН""",0,group,0,,1,,Открытая группа,"https://sun1-21.userapi.com/impf/c831208/v831208101/b3bfc/m59ptoRzCxw.jpg?size=100x0&quality=96&crop=51,51,408,408&sign=db5416f0c858a363ec5cfa5e9c42d973&c_uniq_tag=Ly1cTBQH4b-GwyAYBpbx39n9j03dZ_L-GSmxhRfufDU&ava=1",213037282,
47,131038479,Общажные мемасы,1,group,0,,1,Ламповое убежище от обыденности МИФИшных дней.,Закрытая группа,"https://sun1-99.userapi.com/impf/c845421/v845421646/3086e/v_CQ67ixsfs.jpg?size=100x0&quality=96&crop=216,132,455,455&sign=6405817c78695872e558f9721992ee95&c_uniq_tag=rvzFqkf67VmxgdhgROv5yh-VfCzYBWiFIHWdME09jB0&ava=1",213037282,
48,141149614,МемФИ,0,page,0,,1,NEOригинальный контент,Финансы,"https://sun1-93.userapi.com/impf/c626631/v626631102/56140/7YetO7dNi_Q.jpg?size=100x0&quality=96&crop=0,196,1000,1000&sign=1da267f2d1aa0e738ce692a9555840bb&c_uniq_tag=iSuUW5IuThzm2GwjjqyOxF263LigZ38oBcD8CVCGU6M&ava=1",213037282,
49,189974355,Петины Коменты,0,page,0,,1,,Религия,"https://sun1-91.userapi.com/impg/ixRBk6UZuA4WR1p-3uuu-xrS-7kpA1gxTO7SnQ/s2xy124RVsQ.jpg?size=100x0&quality=96&crop=98,270,599,599&sign=6ed8c260073308a86684f8697d8f07ef&c_uniq_tag=bJVyi8UnvR74srcerOVRipnSINsOZUxxXNeQhV0cWDA&ava=1",213037282,
50,51126445,Physics.Math.Code,0,page,0,,1,"Сообщество физиков, математиков и разработчиков",Программирование,"https://sun1-22.userapi.com/impf/c831309/v831309813/1475c5/RNzPyRJws9U.jpg?size=100x0&quality=96&crop=63,168,766,766&sign=7e61d6cfb7d5300f547a502bfd448914&c_uniq_tag=sNk_M6nO-sOz793QRYJruoRsiBTAD9bpQfaR55gYd0g&ava=1",213037282,
51,109342835,Математика ЕГЭ 2021 | DAIBOB,0,page,0,,1,Готовим к ЕГЭ по математике в мастер-группе 📐 Пиши в ЛС кодовое слово ХОЧУ100 и узнавай подробности!,Образование,"https://sun1-23.userapi.com/impg/ZTe58bG7F8aoQsV2k8doHcQuPkCnhDhZkWFzgQ/-qKDqnAQCd8.jpg?size=100x0&quality=88&crop=0,0,1000,1000&sign=01149e281160e270015fd11363e19f3c&c_uniq_tag=p9f8SAKSej5Lx4B1YaVTOO2Wm6wPP5cKkZJPZt1ZJps&ava=1",213037282,
52,89015898,Территория смыслов,0,group,0,,1,🤘🏻,Открытая группа,"https://sun1-94.userapi.com/impg/DZeXsaw_6xsVGvICstmpIKSbqV5mjUJiZUVDrg/7U74CRI6WTI.jpg?size=100x0&quality=88&crop=0,0,512,512&sign=e931f821c02e1ce643db9d9f98ebdb06&c_uniq_tag=w-HjZbDd2wqqY--tS8zXUiUyh1YESjuTGl_JD2FvlYs&ava=1",213037282,
53,28883262,Владивосток-3000,0,page,0,,1,"Мы любим Владивосток и вас, но проект пока остановлен",Городское сообщество,"https://sun1-23.userapi.com/impf/c846420/v846420705/f272/KDPPlDSIvak.jpg?size=100x0&quality=88&crop=20,20,280,280&sign=9324c64718203af83b94108bf1f3a1ab&c_uniq_tag=YyNFAS-TDgZidTfCpTIjkSP_ZmCmZyaBlAP03zKNDQk&ava=1",213037282,
54,71794920,Научно-технический рэп,0,page,0,,1,новый релиз от 11/09/2020,Музыкальная группа,"https://sun1-88.userapi.com/impg/c857024/v857024130/6166f/H1xKGDE1BQ4.jpg?size=100x0&quality=96&crop=17,38,372,372&sign=18b823cba835d92e1fcccda8d5400443&c_uniq_tag=17HrGGX9r4WTEDBU1uKepU1aoA0S56AsyHrFJJm07y0&ava=1",213037282,
55,98006063,Kaspersky Team,0,page,0,,1,Активируй будущее,Программирование,"https://sun1-96.userapi.com/impg/SSpIVZ-wcrixK_dMYnq1CpGr4sbSvt39u6gfXw/Wh9uLp-M-jM.jpg?size=100x0&quality=88&crop=0,0,489,489&sign=be69e272f8cd49124e90be7f12bdb078&c_uniq_tag=D4_5u_d8QjGwKyvD3nmV7htauaBg-fL4I1xrRbHVSrE&ava=1",213037282,
56,100815137,Центр Молодежной Культуры НИЯУ МИФИ (ЦМК),0,group,0,,1,,Открытая группа,"https://sun1-22.userapi.com/impf/c637721/v637721487/3630d/40joUJnlbm4.jpg?size=100x0&quality=88&crop=39,39,1121,1121&sign=cc7258f6006ed74316cbc7f2b9f21106&c_uniq_tag=1w3DldJCKwzMewR9eCF28d1xlD5gBpbVn6ZOBPg-FvU&ava=1",213037282,
57,75473035,Школа кураторов 2020 НИЯУ МИФИ,0,event,1,3.0,1,,19 авг 2020 в 12:00,"https://sun1-15.userapi.com/impg/v18ZYFcTbaGKQnlkqouVXMFE84CBwrj0TSzMrA/0HCURzr6d-0.jpg?size=100x0&quality=96&crop=0,0,400,400&sign=a575c99cd9f54961c9e859691fb1856e&c_uniq_tag=MIaOKywqsiy6YBQaP80EGyTI4m75q89UvOYCSfV7-Js&ava=1",213037282,
58,58347520,Выезд студенческого актива НИЯУ МИФИ,0,event,1,3.0,1,Union is strength,10 окт 2019 в 7:00,"https://sun1-19.userapi.com/impf/c844321/v844321834/1ec7cb/pGFzgz-UrWw.jpg?size=100x0&quality=96&crop=0,82,1777,1777&sign=d344398872f3fea93465130e07232c97&c_uniq_tag=pOVWbMAJdAlcL6QGIyXNPBcZu4athAFeERn9VxFAb1w&ava=1",213037282,
59,175264509,<iX> meetup day,0,event,0,,1,"Мифисты докажут: успех в IT ближе, чем ты думаешь",27 ноя 2019 в 18:00,"https://sun1-16.userapi.com/impf/c855532/v855532929/1502d2/WzgW3lHUF_Y.jpg?size=100x0&quality=96&crop=29,29,544,544&sign=d383c39e3a65bc3233141541f5a8ac43&c_uniq_tag=tlbjXKo77UehQU_axuA52VnYSSub3HOylSs3fdDCRGc&ava=1",213037282,
60,175851043,Школа Актива НИЯУ МИФИ,0,page,0,,1,Мы ждём именно тебя!,Общественная организация,"https://sun1-15.userapi.com/impf/c846522/v846522109/1702ea/OIWT-pnZfhw.jpg?size=100x0&quality=88&crop=0,0,1190,1190&sign=0fc8fda53ecc42d900bcd54383df7115&c_uniq_tag=JHKysmv_PB_J-V36T6Jchv_nrR5bPsznFVkO0sf7xWM&ava=1",213037282,
61,186555116,Science Slam МИФИ 15.10.19,0,event,0,,1,"15 октября в 18:00, главный корпус МИФИ",15 окт 2019 в 18:00,"https://sun1-30.userapi.com/impf/c856036/v856036486/f8a94/ooriLCYSxkY.jpg?size=100x0&quality=96&crop=165,100,730,730&sign=8111c3c86ed06814741cd13cda00b506&c_uniq_tag=-1wq4e04FS-UOQcS5av8co5tufLJih0rn65zWiHNY_A&ava=1",213037282,
62,180646532,Интегрируй!,0,event,1,3.0,1,"А ты готов доказать, что ты НАСТОЯЩИЙ Риман МИФИ?",25 апр 2019 в 18:00,"https://sun1-26.userapi.com/impf/c850432/v850432821/f2b35/-pH5zcpG-uo.jpg?size=100x0&quality=88&crop=78,93,436,436&sign=00d35811c01fe6de7fd8b84521ab6d30&c_uniq_tag=UP8r7GzLryPGL1tFbH3jCFkQeDz5qwMHJAVWpfEcU6o&ava=1",213037282,
63,65065867,"КрЕаТиВчИк  класса 8 ""А""",1,group,0,,1,,Закрытая группа,"https://sun1-92.userapi.com/impf/aTH0_aa3NExswfi2zO7oNNiqmsWNsajzySIffQ/5_yBH_kDaG0.jpg?size=100x0&quality=96&crop=84,61,332,332&sign=7cf7f18d8e83ba64632277c9865b1188&c_uniq_tag=8gKtbaIPXDoZmsrJvsbajA1vGCiBtG4bxTe-3JBxkE4&ava=1",213037282,
